case_id,fold
1-738297361,2
1-738297782,3
1-738303018,3
1-738303130,1
1-738303139,1
1-738303541,0
1-738303559,0
1-738303563,0
1-738303608,4
1-738303819,2
1-738303992,1
1-738304345,3
1-738304421,0
1-738304751,1
1-738304796,4
1-738304908,4
1-738304940,4
1-738314138,1
1-738314403,1
1-738314450,0
1-738314480,3
1-738314828,1
1-738316958,2
1-738316981,4
1-738316993,1
1-738317005,0
1-738317017,0
1-738317029,2
1-738317040,1
1-738317052,3
1-738317157,3
1-738317181,4
1-738317240,0
1-738317252,3
1-738317366,3
1-738317421,4
1-738317432,2
1-738317444,2
1-738317535,3
1-738317569,2
1-738317581,4
1-738317604,1
1-738317813,2
1-738317999,4
1-738318027,0
1-738318041,4
1-738318143,4
1-738318151,4
1-738318221,4
1-738318237,0
1-738318345,0
1-738318366,0
1-738318421,1
1-738318453,2
1-738318481,0
1-738318564,3
1-738318582,4
1-738318624,1
1-738318665,3
1-738321106,1
1-738321117,2
1-738321212,1
1-738321284,2
1-738321308,2
1-738321387,1
1-738321474,0
1-738321581,0
1-738321608,3
1-738321806,3
1-738322066,1
1-738322173,3
1-738324958,0
1-738325101,3
1-738325415,0
1-738325561,3
1-738327571,4
1-738327923,1
1-738328020,0
1-738328062,0
1-738328175,1
1-738328254,2
1-738328837,3
1-738330925,0
1-738330933,3
1-738330946,3
1-738331277,0
1-738331340,3
1-738331385,1
1-738331495,2
1-738331603,3
1-738331657,3
1-738331831,1
1-738331898,3
1-738333085,2
1-738333460,0
1-738333473,0
1-738333580,0
1-738333641,4
1-738333682,4
1-738333818,4
1-738336918,3
1-738336951,1
1-738337103,4
1-738337231,3
1-738337461,0
1-738337500,4
1-738337705,1
1-738337819,0
1-738339971,1
1-738339986,2
1-738340062,2
1-738340115,3
1-738340150,3
1-738340190,1
1-738340259,4
1-738340653,1
1-738340812,1
1-738340840,4
1-738342943,3
1-738343331,3
1-738343349,3
1-738343461,3
1-738343568,2
1-738343995,0
1-738344160,1
1-738344321,4
1-738344529,2
1-738344579,2
1-738344675,2
1-738344686,2
1-738345051,3
1-738345086,4
1-738345132,3
1-738345399,4
1-738345409,3
1-738345811,0
1-738345878,0
1-738346954,0
1-738347104,4
1-738347135,2
1-738347205,0
1-738347323,0
1-738347413,3
1-738347793,0
1-738350081,2
1-738350179,3
1-738350213,1
1-738350227,2
1-738350372,1
1-738350692,3
1-738350732,4
1-738352959,3
1-738353084,3
1-738353826,3
1-738353947,4
1-738354093,1
1-738354264,4
1-738354315,1
1-738354431,4
1-738354877,2
1-738355054,1
1-738355422,1
1-738366048,1
1-738366108,3
1-738366262,1
1-738366911,2
1-738366921,2
1-738366951,1
1-738366991,2
1-738367001,1
1-738367041,2
1-738367052,2
1-738367061,4
1-738367111,0
1-738367116,4
1-738367121,2
1-738367141,0
1-738367221,4
1-738367261,0
1-738367281,4
1-738367331,1
1-738367341,0
1-738367351,4
1-738367361,1
1-738367411,2
1-738367441,2
1-738367451,3
1-738367501,1
1-738367541,4
1-738367611,0
1-738367681,3
1-738367701,3
1-738367721,2
1-738367761,3
1-738367831,2
1-738367861,3
1-738370022,3
1-738370200,2
1-738370239,1
1-738370362,0
1-738370427,2
1-738370559,1
1-738372798,1
1-738372902,1
1-738372919,1
1-738372944,2
1-738373032,4
1-738373106,4
1-738373131,4
1-738373229,2
1-738373275,0
1-738374940,0
1-738374965,2
1-738375076,1
1-738375106,4
1-738375446,2
1-738375594,1
1-738378686,4
1-738378721,3
1-738378749,1
1-738383119,2
1-738383986,0
1-738384002,1
1-738384158,1
1-738384552,2
1-738384770,2
1-738384944,3
1-738385370,3
1-738385539,0
1-738385710,0
1-738387396,4
1-738387460,0
1-738387528,0
1-738387566,2
1-738387796,0
1-738387927,4
1-738387944,3
1-738388032,1
1-738388114,2
1-738388171,1
1-738388294,2
1-738388361,4
1-738388399,2
1-738388904,0
1-738389177,1
1-738389218,3
1-738389223,0
1-738391905,4
1-738392288,4
1-738392345,3
1-738392479,3
1-738392825,3
1-738397375,2
1-738397729,4
1-738397839,3
1-738397843,3
1-738400142,4
1-738400168,2
1-738400208,1
1-738400346,1
1-738400398,0
1-738400662,0
1-738400677,2
1-738400723,1
1-738408165,4
1-738408245,3
1-738408281,3
1-738408332,0
1-738408461,0
1-738408481,0
1-738408509,0
1-738408525,4
1-738408533,0
1-738408550,0
1-738408693,3
1-738408834,3
1-738410356,3
1-738410373,3
1-738410392,0
1-738414906,4
1-738414941,1
1-738414999,0
1-738415019,1
1-738415093,3
1-738415271,2
1-738415443,0
1-738415562,2
1-738415648,0
1-738415716,4
1-738415774,3
1-738415799,2
1-738417596,1
1-738417681,1
1-738419176,2
1-738419847,3
1-738422787,0
1-738424734,4
1-738424868,2
1-738427970,4
1-738428026,3
1-738428069,3
1-738428588,4
1-738428797,4
1-738431011,2
1-738433503,2
1-738433574,1
1-738434873,1
1-738435955,0
1-738436118,0
1-738436127,0
1-738436239,3
1-738436301,0
1-738436463,4
1-738436485,4
1-738436494,1
1-738436701,2
1-738436890,2
1-738436894,0
1-738438917,2
1-738438929,3
1-738438941,1
1-738439012,4
1-738439047,1
1-738439059,2
1-738439164,0
1-738439348,0
1-738439370,2
1-738439380,1
1-738439436,1
1-738439447,1
1-738439587,4
1-738439635,4
1-738444926,3
1-738444996,1
1-738445081,2
1-738445248,1
1-738445269,3
1-738445871,2
1-738447951,0
1-738448252,3
1-738448428,2
1-738448599,0
1-738448651,1
1-738448741,0
1-738448756,1
1-738448778,1
1-738448836,0
1-738448875,3
1-738448897,3
1-738452111,0
1-738452363,4
1-738452423,1
1-738452440,3
1-738452469,0
1-738453955,0
1-738454035,4
1-738454193,4
1-738454452,0
1-738454500,3
1-738454506,1
1-738454571,2
1-738454698,4
1-738454955,4
1-738455113,3
1-738455392,2
1-738455497,4
1-738455599,2
1-738455603,1
1-738455727,4
1-738455929,0
1-738455965,3
1-738456001,2
1-738456301,1
1-738456418,1
1-738456506,3
1-738456564,0
1-738456881,1
1-738456928,3
1-738457041,1
1-738457068,3
1-738457242,4
1-738457257,1
1-738457311,0
1-738457346,1
1-738457370,3
1-738457409,1
1-738457431,2
1-738457541,0
1-738457621,2
1-738457675,4
1-738457695,1
1-738457804,4
1-738458013,0
1-738458072,3
1-738458221,1
1-738458277,1
1-738458373,4
1-738458595,0
1-738458633,3
1-738458649,0
1-738458851,1
1-738462592,4
1-738462631,4
1-738462681,3
1-738464905,0
1-738464941,1
1-738464951,2
1-738465191,2
1-738465221,4
1-738465511,4
1-738465732,3
1-738466077,3
1-738466191,2
1-738466335,3
1-738467927,3
1-738467942,4
1-738467971,4
1-738468025,0
1-738468352,2
1-738468664,0
1-738473142,3
1-738473169,2
1-738473411,0
1-738473477,3
1-738475029,2
1-738475038,4
1-738475066,0
1-738475191,3
1-738475201,0
1-738475211,0
1-738475268,1
1-738475287,0
1-738475333,1
1-738475483,0
1-738475528,3
1-738475749,0
1-738475757,1
1-738475810,2
1-738475827,4
1-738475887,3
1-738476327,2
1-738476955,4
1-738477002,4
1-738477121,1
1-738477325,3
1-738477417,1
1-738477454,1
1-738477484,0
1-738477691,3
1-738477741,3
1-738479079,2
1-738479208,2
1-738479350,0
1-738479512,4
1-738479589,1
1-738479640,0
1-738481907,4
1-738481991,0
1-738482041,1
1-738482411,3
1-738482471,4
1-738482493,4
1-738482543,4
1-738482595,4
1-738482680,4
1-738482729,3
1-738482828,2
1-738482846,0
1-738490180,3
1-738490269,1
1-738490593,3
1-738490731,3
1-738490777,2
1-738490989,0
1-738491046,2
1-738491081,3
1-738491229,4
1-738491243,0
1-738491308,3
1-738491604,1
1-738491844,3
1-738491981,1
1-738492000,4
1-738492077,3
1-738494976,1
1-738495152,4
1-738495597,1
1-738495608,1
1-738495737,4
1-738495771,2
1-738495814,4
1-738495845,4
1-738495954,4
1-738496002,3
1-738496443,0
1-738496476,4
1-738496584,1
1-738496653,4
1-738496931,4
1-738496977,4
1-738497067,3
1-738498947,1
1-738499032,1
1-738499184,1
1-738499191,3
1-738499306,0
1-738499316,3
1-738499421,4
1-738499557,4
1-738499574,0
1-738499841,0
1-738499893,4
1-738501549,0
1-738501642,4
1-738503076,3
1-738503221,3
1-738503291,0
1-738503382,0
1-738503397,0
1-738503745,3
1-738505928,4
1-738505947,2
1-738506442,3
1-738506787,1
1-738508411,0
1-738508437,3
1-738508441,1
1-738509914,1
1-738510011,0
1-738510087,4
1-738510133,1
1-738510149,0
1-738510174,4
1-738510181,3
1-738510411,4
1-738510455,2
1-738510564,0
1-738512384,2
1-738512606,0
1-738515627,3
1-738515906,4
1-738515915,2
1-738516134,1
1-738516353,1
1-738516564,1
1-738516847,3
1-738516871,2
1-738516914,4
1-738516968,3
1-738516996,0
1-738517178,1
1-738517299,3
1-738517465,4
1-738517684,4
1-738517788,0
1-738517834,0
1-738517873,0
1-738519918,4
1-738519974,2
1-738520011,3
1-738520313,0
1-738520406,0
1-738520439,3
1-738520583,4
1-738520660,1
1-738520958,1
1-738521074,2
1-738521200,2
1-738521237,2
1-738521302,0
1-738521380,4
1-738521720,2
1-738521781,2
1-738521911,4
1-738521931,2
1-738521961,4
1-738521971,1
1-738522001,1
1-738522011,3
1-738522021,4
1-738522031,4
1-738522041,0
1-738522051,2
1-738522061,4
1-738522071,0
1-738522111,0
1-738522191,2
1-738526946,1
1-738527048,1
1-738527073,1
1-738527133,3
1-738527216,4
1-738527224,4
1-738527296,2
1-738527413,4
1-738527447,2
1-738527476,2
1-738527582,0
1-738527646,1
1-738527659,1
1-738527777,2
1-738527817,2
1-738527854,1
1-738527884,4
1-738527926,4
1-738527937,4
1-738527949,4
1-738527972,1
1-738528005,4
1-738528086,3
1-738528122,2
1-738528145,0
1-738528156,0
1-738528238,1
1-738528250,3
1-738528261,4
1-738528273,1
1-738528285,3
1-738528364,2
1-738528711,3
1-738530454,1
1-738530474,1
1-738530625,3
1-738530767,4
1-738530967,4
1-738531008,0
1-738531119,0
1-738531149,1
1-738531189,1
1-738531308,2
1-738531727,4
1-738532339,0
1-738535760,3
1-738536614,0
1-738536943,3
1-738536998,4
1-738537099,4
1-738537180,0
1-738537252,2
1-738537278,1
1-738537309,4
1-738537355,2
1-738537438,4
1-738537727,1
1-738537776,2
1-738537801,2
1-738538092,0
1-738538265,0
1-738538378,1
1-738538552,3
1-738538732,0
1-738538961,4
1-738539084,0
1-738539178,2
1-738539195,4
1-738539201,0
1-738539226,3
1-738539305,3
1-738539429,2
1-738539437,2
1-738539534,0
1-738539569,4
1-738539574,4
1-738539604,2
1-738539654,2
1-738539862,3
1-738540584,0
1-738543481,4
1-738543528,1
1-738543543,2
1-738545008,1
1-738545884,1
1-738550941,1
1-738550991,3
1-738551061,0
1-738551071,3
1-738551101,2
1-738551361,0
1-738551371,1
1-738551391,4
1-738551401,3
1-738551471,3
1-738551481,4
1-738551511,2
1-738551541,1
1-738551591,0
1-738551651,2
1-738551671,2
1-738551731,3
1-738551761,4
1-738551821,4
1-738551826,0
1-738552941,1
1-738553017,4
1-738553029,3
1-738553104,1
1-738553123,4
1-738553174,4
1-738553347,4
1-738554264,4
1-738554303,2
1-738554633,0
1-738554818,3
1-738557956,1
1-738557962,4
1-738558081,4
1-738558134,1
1-738558435,2
1-738558779,1
1-738558802,4
1-738558868,1
1-738565236,3
1-738565786,4
1-738568055,0
1-738568317,1
1-738568376,0
1-738568447,4
1-738568465,1
1-738568530,4
1-738568861,1
1-738568875,2
1-738568885,2
1-738569907,2
1-738570071,1
1-738570563,0
1-738570957,4
1-738571077,2
1-738575365,1
1-738576289,4
1-738576399,1
1-738576920,3
1-738576928,4
1-738576931,1
1-738576968,0
1-738577049,0
1-738577312,2
1-738577532,0
1-738577568,3
1-738577571,0
1-738577621,0
1-738577635,3
1-738577732,4
1-738582911,2
1-738583102,2
1-738583226,3
1-738583295,4
1-738583478,0
1-738583930,4
1-738584361,3
1-738587008,3
1-738587730,3
1-738587921,0
1-738587989,1
1-738588056,2
1-738588153,2
1-738588161,3
1-738588177,2
1-738588551,3
1-738588615,1
1-738588665,3
1-738590073,4
1-738590475,2
1-738590664,1
1-738590753,1
1-738590784,2
1-738594204,3
1-738594223,1
1-738594676,3
1-738596051,1
1-738596195,2
1-738596423,3
1-738596480,2
1-738597045,0
1-738597140,2
1-738597213,4
1-738597351,3
1-738597366,2
1-738597569,0
1-738597762,4
1-738598943,0
1-738599007,4
1-738599683,2
1-738599737,4
1-738599761,4
1-738599835,4
1-738600116,1
1-738601809,0
1-738603537,0
1-738603541,0
1-738603610,2
1-738603694,0
1-738603751,2
1-738609992,0
1-738610041,3
1-738610057,0
1-738610198,4
1-738610389,1
1-738611143,1
1-738611248,4
1-738611382,3
1-738611675,4
1-738611833,1
1-738612035,0
1-738612228,2
1-738612308,4
1-738612704,3
1-738612793,0
1-738612826,3
1-738614001,3
1-738614545,3
1-738619065,0
1-738619146,2
1-738619400,3
1-738619537,1
1-738619615,2
1-738619634,0
1-738619754,1
1-738619793,2
1-738621341,2
1-738621675,1
1-738624240,2
1-738624331,0
1-738624443,0
1-738624684,0
1-738626037,2
1-738626064,4
1-738628042,4
1-738630916,3
1-738631077,3
1-738631187,0
1-738631210,4
1-738631255,4
1-738631271,0
1-738631554,0
1-738631642,1
1-738631826,3
1-738646244,0
1-738646441,3
1-738646521,3
1-738646556,3
1-738646578,3
1-738646617,1
1-738647875,0
1-738648912,1
1-738649027,1
1-738649042,2
1-738649094,3
1-738649186,4
1-738649250,0
1-738649569,2
1-738649666,2
1-738649700,2
1-738650039,0
1-738650106,1
1-738650216,3
1-738650274,2
1-738650407,2
1-738650485,1
1-738650551,0
1-738650581,3
1-738650637,1
1-738650764,0
1-738650793,4
1-738651085,2
1-738651324,1
1-738651383,1
1-738651455,1
1-738651672,0
1-738651744,0
1-738651887,2
1-738656421,1
1-738657434,4
1-738657687,4
1-738657943,2
1-738657977,4
1-738658163,4
1-738658943,1
1-738659033,0
1-738660907,1
1-738662221,3
1-738662281,1
1-738662715,0
1-738662868,3
1-738662979,4
1-738663022,3
1-738663482,2
1-738663491,3
1-738663505,2
1-738663628,0
1-738663708,2
1-738663899,2
1-738667377,3
1-738667704,2
1-738667880,0
1-738670491,3
1-738670859,2
1-738673059,2
1-738673089,3
1-738679046,3
1-738679396,1
1-738679561,4
1-738679620,3
1-738679810,3
1-738680901,3
1-738680951,0
1-738681010,0
1-738681053,2
1-738681116,3
1-738681199,1
1-738681272,1
1-738681295,1
1-738681401,1
1-738681449,1
1-738681660,2
1-738681670,0
1-738681771,2
1-738684449,0
1-738684740,1
1-738685932,2
1-738686485,1
1-738686730,4
1-738689431,0
1-738690961,1
1-738691002,2
1-738691082,0
1-738691218,2
1-738691316,1
1-738693957,0
1-738693992,4
1-738694049,3
1-738694070,3
1-738694284,3
1-738694525,4
1-738694722,4
1-738698915,4
1-738698998,4
1-738699103,0
1-738699380,2
1-738699397,4
1-738699512,0
1-738699555,3
1-738699585,3
1-738702051,3
1-738702164,0
1-738706006,4
1-738706340,3
1-738706420,4
1-738706476,4
1-738707985,4
1-738708113,3
1-738708751,0
1-738710058,3
1-738710108,4
1-738710252,1
1-738710468,0
1-738710624,1
1-738710671,1
1-738710885,2
1-738710898,4
1-738710921,2
1-738711202,0
1-738711949,0
1-738712032,0
1-738712122,3
1-738712217,1
1-738712252,3
1-738712286,0
1-738712368,1
1-738712420,1
1-738712653,4
1-738712831,2
1-738713947,3
1-738714001,3
1-738714163,2
1-738714200,3
1-738714351,4
1-738714382,4
1-738714423,2
1-738714499,3
1-738714576,2
1-738714775,4
1-738714893,4
1-738715158,2
1-738715700,4
1-738716114,1
1-738716356,3
1-738716371,0
1-738716399,4
1-738716505,3
1-738716521,3
1-738717221,0
1-738717615,3
1-738720324,3
1-738720676,1
1-738720868,0
1-738720879,4
1-738722955,1
1-738723039,4
1-738723146,0
1-738723315,3
1-738723584,4
1-738723725,1
1-738725061,2
1-738725092,1
1-738725150,4
1-738725241,4
1-738725300,0
1-738731009,2
1-738731060,3
1-738731061,2
1-738731160,3
1-738731246,0
1-738731259,4
1-738731297,3
1-738731421,0
1-738731470,2
1-738731656,4
1-738731742,2
1-738731809,4
1-738731827,2
1-738731849,1
1-738746261,3
1-738752056,4
1-738752205,1
1-738752421,0
1-738753886,0
1-738756001,1
1-738760754,2
1-738761987,2
1-738762049,2
1-738762065,1
1-738762205,3
1-738762222,0
1-738762261,0
1-738762332,3
1-738762394,2
1-738762640,2
1-738762657,0
1-738762697,3
1-738762719,1
1-738762760,1
1-738762851,0
1-738763461,0
1-738763507,2
1-738763605,3
1-738763744,3
1-738763827,4
1-738763853,4
1-738764361,4
1-738764410,0
1-738764449,0
1-738764488,3
1-738764771,3
1-738764985,4
1-738765421,1
1-738765606,4
1-738767258,2
1-738767478,3
1-738767821,0
1-738767889,4
1-738768673,1
1-738768721,2
1-738768747,4
1-738768810,2
1-738768835,3
1-738771023,1
1-738776109,0
1-738776153,1
1-738776164,4
1-738776205,1
1-738776219,3
1-738776281,2
1-738776349,1
1-738776358,3
1-738776387,4
1-738776505,3
1-738776597,2
1-738776601,1
1-738776892,1
1-738778040,3
1-738778156,0
1-738778171,3
1-738778208,2
1-738778232,3
1-738778268,0
1-738778294,0
1-738778320,1
1-738778441,3
1-738778477,1
1-738779507,0
1-738779566,4
1-738779582,3
1-738779776,4
1-738779783,3
1-738779865,2
1-738780927,4
1-738780975,2
1-738781037,3
1-738781116,0
1-738781723,2
1-738781825,2
1-738786926,4
1-738786961,4
1-738786983,0
1-738787035,0
1-738787123,2
1-738787239,0
1-738787282,0
1-738787531,2
1-738787575,0
1-738787635,3
1-738787672,3
1-738787748,4
1-738787828,0
1-738787884,0
1-738794053,1
1-738794823,3
1-738795985,3
1-738796046,1
1-738796063,3
1-738796436,3
1-738799041,2
1-738799172,2
1-738799394,3
1-738799869,2
1-738799904,3
1-738800181,0
1-738800519,3
1-738800563,0
1-738800583,4
1-738800627,1
1-738800919,1
1-738801025,4
1-738801152,0
1-738801212,4
1-738801328,2
1-738801332,3
1-738801412,1
1-738801466,0
1-738801502,2
1-738801530,0
1-738801578,4
1-738801714,0
1-738801740,0
1-738801791,0
1-738801992,4
1-738803735,0
1-738805035,1
1-738805966,3
1-738806096,2
1-738806253,3
1-738806528,3
1-738806761,1
1-738806780,4
1-738806867,1
1-738808026,2
1-738808591,0
1-738808715,4
1-738808785,0
1-738809521,2
1-738809719,0
1-738809757,2
1-738809786,2
1-738809852,2
1-738811935,4
1-738811957,4
1-738811969,3
1-738812107,1
1-738812140,1
1-738812196,0
1-738812220,3
1-738812232,3
1-738812266,0
1-738812312,2
1-738812459,1
1-738812504,2
1-738812756,3
1-738812824,3
1-738812858,2
1-738816932,1
1-738816960,1
1-738816977,3
1-738817691,3
1-738817708,1
1-738817711,4
1-738817790,2
1-738817868,3
1-738819441,0
1-738819511,3
1-738819542,1
1-738819609,1
1-738819647,2
1-738819777,2
1-738819828,0
1-738819885,4
1-738820217,4
1-738820251,0
1-738820394,4
1-738820427,2
1-738820481,2
1-738820565,1
1-738821115,4
1-738821202,1
1-738821245,0
1-738821280,2
1-738821282,0
1-738821291,4
1-738821433,2
1-738821480,2
1-738821506,3
1-738821511,1
1-738821529,3
1-738821573,2
1-738821610,2
1-738821640,4
1-738821692,2
1-738821716,0
1-738821771,0
1-738821862,0
1-738827056,4
1-738827072,3
1-738827666,4
1-738827706,1
1-738827841,3
1-738827857,2
1-738827876,2
1-738827939,2
1-738827966,3
1-738828056,4
1-738828122,4
1-738828162,1
1-738828195,0
1-738828207,3
1-738828229,2
1-738828335,4
1-738828399,4
1-738845143,1
1-738847028,1
1-738847039,2
1-738847050,2
1-738847273,1
1-738847319,2
1-738847354,3
1-738847366,1
1-738847446,1
1-738847469,2
1-738847539,0
1-738847562,4
1-738847735,4
1-738847803,4
1-738848021,0
1-738848305,3
1-738848553,1
1-738871007,0
1-738871036,0
1-738894021,3
1-738894134,2
1-738894209,0
1-738894279,4
1-738894310,4
1-738894462,4
1-738894540,1
1-738894622,2
1-738894680,3
1-738894699,2
1-738894740,2
1-738894830,1
1-738895171,1
1-738895230,4
1-738895240,4
1-738895252,0
1-738895263,4
1-738895275,1
1-738895298,3
1-738895309,3
1-738895321,1
1-738895332,4
1-738895446,4
1-738895505,0
1-738895517,2
1-738895841,2
1-738896121,1
1-738896191,2
1-738896761,0
1-738896771,2
1-738896811,0
1-738897198,4
1-738897221,2
1-738897343,4
1-738897371,1
1-738897443,1
1-738897474,0
1-738897556,1
1-738897597,1
1-738897648,2
1-738897751,4
1-738897791,1
1-739162983,0
1-739163093,1
1-739163452,1
1-739163677,4
1-739163726,3
1-739167541,3
1-739167698,3
1-739173471,2
1-739173911,2
1-739174153,1
1-739174291,0
1-739174396,2
1-739174477,2
1-739174580,4
1-739174798,1
1-739176440,3
1-739176818,2
1-739176870,2
1-739176875,3
1-739176881,4
1-739177070,3
1-739177207,2
1-739177224,0
1-739177383,0
1-739177590,4
1-739177608,4
1-739177611,2
1-739177647,3
1-739177687,4
1-739177701,3
1-739177724,4
1-739180313,4
1-739181083,4
1-739181275,0
1-739181320,3
1-739181358,4
1-739181465,1
1-739181511,1
1-739181558,2
1-739181601,4
1-739181621,3
1-739181702,0
1-739181713,3
1-739181772,0
1-739181845,4
1-739181873,1
1-739181888,0
1-739182945,0
1-739182980,4
1-739183018,1
1-739183035,3
1-739183053,2
1-739183104,4
1-739183130,4
1-739183150,3
1-739183187,1
1-739183240,4
1-739183278,0
1-739183315,4
1-739183363,0
1-739183534,3
1-739183648,1
1-739183657,0
1-739183699,0
1-739183702,1
1-739183718,1
1-739183768,3
1-739183857,3
1-739186141,2
1-739186199,2
1-739186611,2
1-739186694,3
1-739187909,1
1-739187924,2
1-739187980,4
1-739187981,0
1-739188040,2
1-739188082,2
1-739188103,4
1-739188201,2
1-739188251,2
1-739188372,2
1-739188427,2
1-739188524,4
1-739188641,2
1-739194905,2
1-739194931,3
1-739194998,4
1-739195121,2
1-739195168,4
1-739195237,0
1-739195333,4
1-739195476,1
1-739195617,3
1-739195932,3
1-739196071,0
1-739196313,3
1-739196353,1
1-739196391,4
1-739196684,2
1-739196774,1
1-739196794,1
1-739196881,1
1-739196935,1
1-739196972,3
1-739197061,0
1-739197153,0
1-739197171,4
1-739197225,0
1-739197381,4
1-739197411,0
1-739197448,4
1-739197487,4
1-739197517,0
1-739197672,4
1-739197726,1
1-739197764,4
1-739197857,1
1-739198002,0
1-739198115,4
1-739198127,4
1-739198138,4
1-739198208,1
1-739198266,4
1-739198301,0
1-739198448,1
1-739198483,3
1-739198494,3
1-739198505,4
1-739198573,0
1-739198811,3
1-739198845,0
1-739198891,3
1-739199165,1
1-739199944,1
1-739199989,2
1-739200157,1
1-739200231,3
1-739200253,4
1-739200396,1
1-739200411,1
1-739200627,2
1-739203185,3
1-739203256,3
1-739203288,1
1-739203858,1
1-739203937,2
1-739204106,0
1-739204273,3
1-739204484,2
1-739204551,3
1-739204605,4
1-739204640,3
1-739204657,1
1-739204681,3
1-739204750,4
1-739204785,1
1-739208015,0
1-739208095,2
1-739208465,1
1-739208580,4
1-739211294,4
1-739211459,2
1-739211463,2
1-739211706,4
1-739211762,0
1-739211784,4
1-739211858,1
1-739211891,1
1-739212951,1
1-739212961,0
1-739213011,1
1-739213171,3
1-739213210,2
1-739213369,1
1-739213460,4
1-739213499,2
1-739213508,3
1-739213558,3
1-739213619,1
1-739213621,2
1-739213796,0
1-739216265,2
1-739216287,0
1-739216382,4
1-739216604,2
1-739216801,4
1-739216822,2
1-739220124,1
1-739220189,0
1-739220334,3
1-739220446,0
1-739220491,3
1-739220578,2
1-739220615,4
1-739220670,0
1-739220741,1
1-739220849,2
1-739224418,0
1-739224771,2
1-739224951,3
1-739224981,2
1-739225001,2
1-739225111,2
1-739225152,3
1-739225221,3
1-739225231,1
1-739225301,4
1-739225321,3
1-739225371,4
1-739225381,1
1-739225421,4
1-739225471,4
1-739225481,2
1-739225501,3
1-739225511,1
1-739225521,3
1-739225531,4
1-739225661,4
1-739225681,0
1-739225691,1
1-739225711,2
1-739225781,0
1-739225821,2
1-739226916,2
1-739227089,1
1-739227126,0
1-739227205,3
1-739227368,4
1-739227483,2
1-739227536,4
1-739227550,4
1-739227685,1
1-739227746,2
1-739227761,4
1-739227790,3
1-739227828,0
1-739228151,2
1-739228191,1
1-739228215,0
1-739228360,3
1-739228761,4
1-739228787,1
1-739228832,2
1-739228898,4
1-739248008,3
1-739248260,0
1-739248286,0
1-739248306,0
1-739248410,4
1-739248497,4
1-739248533,3
1-739248856,1
1-739252774,3
1-739253989,4
1-739254151,4
1-739254192,4
1-739254329,2
1-739254408,2
1-739254451,4
1-739254541,2
1-739254591,3
1-739254688,1
1-739254726,0
1-739254765,4
1-739257930,0
1-739258427,2
1-739258646,2
1-739258929,3
1-739259042,4
1-739259133,1
1-739259181,3
1-739259283,3
1-739259299,1
1-739259336,0
1-739259460,0
1-739259476,4
1-739259632,1
1-739259644,2
1-739259666,1
1-739259772,1
1-739259783,4
1-739259835,4
1-739259873,4
1-739262291,2
1-739262348,4
1-739262438,2
1-739262665,1
1-739262701,4
1-739262752,3
1-739262879,2
1-739264950,2
1-739265006,4
1-739265109,3
1-739265120,0
1-739265256,0
1-739265351,4
1-739265445,0
1-739265473,3
1-739265513,2
1-739265528,1
1-739265645,4
1-739265861,2
1-739269022,0
1-739269204,3
1-739269256,1
1-739269455,1
1-739269929,2
1-739270964,3
1-739270971,2
1-739271014,4
1-739271097,4
1-739271101,2
1-739271131,1
1-739271199,3
1-739271278,2
1-739271360,1
1-739271391,0
1-739271559,3
1-739271710,1
1-739271728,0
1-739273944,0
1-739274076,0
1-739274106,2
1-739274179,3
1-739274255,1
1-739274572,4
1-739275964,1
1-739275992,2
1-739276119,0
1-739276248,1
1-739276483,4
1-739276565,2
1-739276913,3
1-739276940,1
1-739277029,1
1-739277139,1
1-739277162,3
1-739277239,3
1-739277260,0
1-739277436,2
1-739277460,3
1-739277540,2
1-739278287,4
1-739278981,3
1-739279158,4
1-739279341,0
1-739279421,1
1-739279515,4
1-739279577,0
1-739279634,2
1-739279794,1
1-739279860,3
1-739279871,1
1-739285066,1
1-739285078,0
1-739285090,2
1-739285331,1
1-739285389,1
1-739285552,2
1-739285714,2
1-739285770,1
1-739285782,4
1-739285827,3
1-739285850,2
1-739285873,4
1-739286285,4
1-739288970,1
1-739289054,2
1-739289199,1
1-739289351,1
1-739289621,1
1-739289678,0
1-739289797,0
1-739289835,2
1-739289848,3
1-739289870,3
1-739291954,4
1-739292088,0
1-739292112,2
1-739292191,3
1-739292210,3
1-739292357,4
1-739292696,4
1-739292738,2
1-739292748,4
1-739292794,0
1-739292823,3
1-739292845,4
1-739292964,1
1-739293161,3
1-739293209,3
1-739293482,0
1-739293771,3
1-739293904,0
1-739293953,1
1-739293969,2
1-739294508,2
1-739294850,4
1-739300131,0
1-739300338,2
1-739300375,0
1-739300444,2
1-739300621,0
1-739300655,3
1-739302011,4
1-739302171,0
1-739302250,3
1-739302322,1
1-739302508,4
1-739302563,3
1-739302600,1
1-739302606,2
1-739302829,2
1-739302843,3
1-739302957,3
1-739302963,0
1-739303026,4
1-739303270,1
1-739303432,0
1-739303561,4
1-739303729,1
1-739306192,0
1-739306272,0
1-739306552,2
1-739306677,1
1-739306691,1
1-739306733,0
1-739306815,1
1-739307733,0
1-739308953,2
1-739308990,2
1-739309009,2
1-739309172,0
1-739309210,4
1-739309506,0
1-739309800,3
1-739314011,3
1-739314098,4
1-739314128,4
1-739322124,0
1-739322153,4
1-739322229,1
1-739322346,4
1-739322475,0
1-739322688,3
1-739322855,0
1-739323024,4
1-739323051,1
1-739323166,2
1-739323183,2
1-739323230,1
